"id";"nombre";"descripcion";"precio";"categoria";"imagen";"url_producto";"imagen_incrustada"
"p75";"PASTA MARY PREMIUM LINGUINI 500G";"";"1.39";"viveres";"https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/1/6/16001621un_4.jpg";"https://vallearriba.elplazas.com/pasta-linguini-mary-500g.html";"=IMAGE("https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/1/6/16001621un_4.jpg", 1)"
"p76";"CARAOTAS NEGRAS PANTERA 400G";"";"1.40";"viveres";"https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/1/6/16002388un_1.jpg";"https://vallearriba.elplazas.com/plz-16002388un.html";"=IMAGE("https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/1/6/16002388un_1.jpg", 1)"
"p77";"SALSA PARA PASTAS OSOLE BOLOGNESA 200G";"";"1.89";"viveres";"https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/1/0/10017234un_1.jpg";"https://vallearriba.elplazas.com/plz-10017234un.html";"=IMAGE("https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/1/0/10017234un_1.jpg", 1)"
"p78";"PASTA COLAVITA RIGATONI 500G";"";"3.95";"viveres";"https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/1/6/16001367un_1.jpg";"https://vallearriba.elplazas.com/plz-16001367un.html";"=IMAGE("https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/1/6/16001367un_1.jpg", 1)"
"p79";"PASTA COLAVITA VERMICELLI 500G";"";"3.95";"viveres";"https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/1/6/16001363un_1.jpg";"https://vallearriba.elplazas.com/pasta-vermicelli-colavita-500g.html";"=IMAGE("https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/1/6/16001363un_1.jpg", 1)"
"p80";"PASTA COLAVITA SPAGHETTINI 500G";"";"3.35";"viveres";"https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/1/6/16001753un_1.jpg";"https://vallearriba.elplazas.com/plz-16001753un.html";"=IMAGE("https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/1/6/16001753un_1.jpg", 1)"
"p81";"PASTA COLAVITA SPAGHETTI 500G";"";"3.95";"viveres";"https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/1/6/16001755un_1.jpg";"https://vallearriba.elplazas.com/pasta-spaghetti-colavita-500g.html";"=IMAGE("https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/1/6/16001755un_1.jpg", 1)"
"p82";"PASTA DE CECCO FUSILLI N°34 500G";"";"4.99";"viveres";"https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/1/0/10001674un_1.jpg";"https://vallearriba.elplazas.com/plz-10001674un.html";"=IMAGE("https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/1/0/10001674un_1.jpg", 1)"
"p83";"PASTA DE CECCO TIPO PENNE RIGATE 500G";"";"4.99";"viveres";"https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/1/0/10001678un_3.jpg";"https://vallearriba.elplazas.com/pasta-penne-rigate-de-cecco-500g.html";"=IMAGE("https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/1/0/10001678un_3.jpg", 1)"
"p84";"PASTA DE CECCO SPAGHETTINI 500G";"";"4.25";"viveres";"https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/1/0/10001679un_1.jpg";"https://vallearriba.elplazas.com/plz-10001679un.html";"=IMAGE("https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/1/0/10001679un_1.jpg", 1)"
"p85";"PASTA DE CECCO SPAGHETTI N°12 500G";"";"4.99";"viveres";"https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/1/0/10001758un_1.jpg";"https://vallearriba.elplazas.com/pasta-tipo-spaghetti-nro-12-de-cecco-500g.html";"=IMAGE("https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/1/0/10001758un_1.jpg", 1)"
"p86";"CANELLONI GRANORO QUINOA S GLUTEN 250G";"";"9.99";"viveres";"https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/1/6/16002420un.jpg";"https://vallearriba.elplazas.com/plz-16002420un.html";"=IMAGE("https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/1/6/16002420un.jpg", 1)"
"p87";"SALSA CAPRI RAPIDISIMA NAPOLI 490G";"";"4.00";"viveres";"https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/1/0/10013305un_1.jpg";"https://vallearriba.elplazas.com/plz-10013305un.html";"=IMAGE("https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/1/0/10013305un_1.jpg", 1)"
"p88";"SALSA BOLOGNESA HEINZ 495G";"";"4.49";"viveres";"https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/1/0/10005592un_3.jpg";"https://vallearriba.elplazas.com/salsa-bolognesa-heinz-495g.html";"=IMAGE("https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/1/0/10005592un_3.jpg", 1)"
"p89";"PASTA MARY PREMIUM RIGATONI 500G";"";"1.49";"viveres";"https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/1/6/16001703un_4.jpg";"https://vallearriba.elplazas.com/pasta-premium-rigatoni-mary-500g.html";"=IMAGE("https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/1/6/16001703un_4.jpg", 1)"
"p90";"CARAOTAS ROSADAS PANTERA 454G";"";"3.15";"viveres";"https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/1/6/16002170un.jpg";"https://vallearriba.elplazas.com/plz-16002170un.html";"=IMAGE("https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/1/6/16002170un.jpg", 1)"
"p91";"PASSATA HEINZ 480G";"";"4.26";"viveres";"https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/1/0/10012875un_3.jpg";"https://vallearriba.elplazas.com/passata-heinz-480g.html";"=IMAGE("https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/1/0/10012875un_3.jpg", 1)"
"p92";"PASTA CAPRI CANELONES 250G";"";"1.75";"viveres";"https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/1/6/16000323un_1.jpg";"https://vallearriba.elplazas.com/plz-16000323un.html";"=IMAGE("https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/1/6/16000323un_1.jpg", 1)"
"p93";"TOMATES CHERRY KALDINI ABRE F400G";"";"4.47";"viveres";"https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/1/0/10017938un.jpg";"https://vallearriba.elplazas.com/plz-10017938un.html";"=IMAGE("https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/1/0/10017938un.jpg", 1)"
"p94";"PASTA RONCO PREMIUM VERMICELLI 1KG";"";"2.39";"viveres";"https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/1/6/16001670un_3.jpg";"https://vallearriba.elplazas.com/pasta-premium-vermicelli-ronco-1kg.html";"=IMAGE("https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/1/6/16001670un_3.jpg", 1)"
"p95";"PASTA RONCO VERMICELLI ENRIQUECIDA 500G";"";"1.19";"viveres";"https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/1/6/16002280un.jpg";"https://vallearriba.elplazas.com/plz-16002280un.html";"=IMAGE("https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/1/6/16002280un.jpg", 1)"
"p96";"PAPEL HIGIENICO PLAZAS X 4 ROLLOS 400 HOJAS DOBLES";"";"2.39";"cuidado-personal-salud";"https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/3/6/36007033un.jpg";"https://vallearriba.elplazas.com/plz-36007033un.html";"=IMAGE("https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/3/6/36007033un.jpg", 1)"
"p97";"PAPEL HIGIENICO ROSAL PLUS 4 ROLLOS DE 215 HOJAS";"";"1.50";"cuidado-personal-salud";"https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/3/0/30004292un.jpg";"https://vallearriba.elplazas.com/plz-30004292un.html";"=IMAGE("https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/3/0/30004292un.jpg", 1)"
"p98";"CREMA DENTAL COLGATE TRIPLE ACCION 75ML";"";"3.18";"cuidado-personal-salud";"https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/3/6/36000939un_2.jpg";"https://vallearriba.elplazas.com/crema-dental-colgate-triple-accion-75ml.html";"=IMAGE("https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/3/6/36000939un_2.jpg", 1)"
"p99";"PAPEL HIG PLAZAS X 4 ROLLOS 200 HOJ DOBL";"";"1.45";"cuidado-personal-salud";"https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/3/6/36007126un.jpg";"https://vallearriba.elplazas.com/plz-36007126un.html";"=IMAGE("https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/3/6/36007126un.jpg", 1)"
"p100";"CREMA DENTAL COLGATE TRIPLE ACCION 100ML";"";"4.14";"cuidado-personal-salud";"https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/3/6/36000938un_2.jpg";"https://vallearriba.elplazas.com/crema-dental-colgate-triple-accion-100cc.html";"=IMAGE("https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/3/6/36000938un_2.jpg", 1)"
"p101";"TOALLAS HUMEDAS OKI BABY LOTION 20 UND";"";"1.30";"cuidado-personal-salud";"https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/6/0/60002365un.jpg";"https://vallearriba.elplazas.com/plz-60002365un.html";"=IMAGE("https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/6/0/60002365un.jpg", 1)"
"p102";"CEPILLO DENTAL COLGATE 360 MEDIO";"";"4.74";"cuidado-personal-salud";"https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/3/6/36000979un_2.jpg";"https://vallearriba.elplazas.com/cepillo-dental-colgate-medio-360.html";"=IMAGE("https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/3/6/36000979un_2.jpg", 1)"
"p103";"AGUA OXIGENADA IGORA VITAL 30 VOL 50ML";"";"2.29";"cuidado-personal-salud";"https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/3/6/36005415un.jpg";"https://vallearriba.elplazas.com/plz-36005415un.html";"=IMAGE("https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/3/6/36005415un.jpg", 1)"
"p104";"TAPAZOL 5MG X 60 TABLETAS";"";"14.25";"cuidado-personal-salud";"https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/4/0/40000598un.jpg";"https://vallearriba.elplazas.com/plz-40000598un.html";"=IMAGE("https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/4/0/40000598un.jpg", 1)"
"p105";"LETISAN GOTAS 100 MG X 20 ML";"";"15.05";"cuidado-personal-salud";"https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/4/0/40004287un.jpg";"https://vallearriba.elplazas.com/plz-40004287un.html";"=IMAGE("https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/4/0/40004287un.jpg", 1)"
"p107";"PANTOPRAZOL COLMED 40MG X 10 TABLETAS RECUBIERTAS ENTERICAS";"";"8.15";"cuidado-personal-salud";"https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/4/0/40010095un_1.jpg";"https://vallearriba.elplazas.com/plz-40010043un.html";"=IMAGE("https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/4/0/40010095un_1.jpg", 1)"
"p108";"NIFEDIPINA LATTAN MEDIC 20MG X 30 COMPRIMIDOS";"";"6.35";"cuidado-personal-salud";"https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/4/0/40010574un_1.jpg";"https://vallearriba.elplazas.com/plz-40010574un.html";"=IMAGE("https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/4/0/40010574un_1.jpg", 1)"
"p109";"CREMA DENTAL COLGATE NATURAL EXTRA CARBON 140G";"";"9.87";"cuidado-personal-salud";"https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/3/6/36006660un.jpg";"https://vallearriba.elplazas.com/plz-36006660un.html";"=IMAGE("https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/3/6/36006660un.jpg", 1)"
"p110";"TINTE MYSTIC RUBIO CLARO PLATINADO 12.0 TUBO DE 60G";"";"5.19";"cuidado-personal-salud";"https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/3/6/36006692un.jpg";"https://vallearriba.elplazas.com/plz-36006692un.html";"=IMAGE("https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/3/6/36006692un.jpg", 1)"
"p111";"CREMA DENTAL ORAL B ENCIAS DETOX 102G";"";"7.31";"cuidado-personal-salud";"https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/3/6/36007025un.jpg";"https://vallearriba.elplazas.com/plz-36007025un.html";"=IMAGE("https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/3/6/36007025un.jpg", 1)"
"p112";"CEPILLOS INTERDENTALES ORAL B DENTAL EXPERT 20UN";"";"7.75";"cuidado-personal-salud";"https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/3/6/36007031un.jpg";"https://vallearriba.elplazas.com/plz-36007031un.html";"=IMAGE("https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/3/6/36007031un.jpg", 1)"
"p113";"SINUX X 10 TABLETAS RECUBIERTAS";"";"8.15";"cuidado-personal-salud";"https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/4/0/40011260un.jpg";"https://vallearriba.elplazas.com/plz-40011260un.html";"=IMAGE("https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/4/0/40011260un.jpg", 1)"
"p114";"ZONTRICON X 6 COMPRIMIDOS";"";"24.45";"cuidado-personal-salud";"https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/4/0/40005440un.jpg";"https://vallearriba.elplazas.com/plz-40005440un.html";"=IMAGE("https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/4/0/40005440un.jpg", 1)"
"p115";"VALSARTAN LA SANTE 80 MG X 14 TABL";"";"6.11";"cuidado-personal-salud";"https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/4/0/40006071un.jpg";"https://vallearriba.elplazas.com/plz-40006071un.html";"=IMAGE("https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/4/0/40006071un.jpg", 1)"
"p116";"QUINCHONCHO ARCO IRIS 300MG X 90 CAPS";"";"9.19";"cuidado-personal-salud";"https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/4/0/40006104un.jpg";"https://vallearriba.elplazas.com/plz-40006104un.html";"=IMAGE("https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/4/0/40006104un.jpg", 1)"
"p117";"DERMACORTINE EMULSION X 60ML";"";"22.46";"cuidado-personal-salud";"https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/4/0/40008208un.jpg";"https://vallearriba.elplazas.com/plz-40008208un.html";"=IMAGE("https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/4/0/40008208un.jpg", 1)"
"p118";"PROTECT SOLAR ULTRASKIN CREMA FPS30 X60G";"";"16.94";"cuidado-personal-salud";"https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/4/0/40008548un.jpg";"https://vallearriba.elplazas.com/plz-40008548un.html";"=IMAGE("https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/4/0/40008548un.jpg", 1)"
"p119";"DIOSMINA CALOX 600MG X 14TABL RECUB";"";"15.90";"cuidado-personal-salud";"https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/4/0/40008571un.jpg";"https://vallearriba.elplazas.com/plz-40008571un.html";"=IMAGE("https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/4/0/40008571un.jpg", 1)"
"p120";"BLOCKSOL PANTALLA SOLAR TONO OSCURO 60G";"";"22.04";"cuidado-personal-salud";"https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/4/0/40008859un.jpg";"https://vallearriba.elplazas.com/plz-40008859un.html";"=IMAGE("https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/4/0/40008859un.jpg", 1)"
"p121";"VIOLETA DE GENCIANA FSI X 30ML";"";"2.30";"cuidado-personal-salud";"https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/4/0/40008969un.jpg";"https://vallearriba.elplazas.com/plz-40008969un.html";"=IMAGE("https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/4/0/40008969un.jpg", 1)"
"p122";"MARTESIA 300MG X 14 CAPS";"";"14.11";"cuidado-personal-salud";"https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/4/0/40009302un.jpg";"https://vallearriba.elplazas.com/plz-40009302un.html";"=IMAGE("https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/4/0/40009302un.jpg", 1)"
"p123";"RAMIPRES 2,5MG X 30 COMPR";"";"10.95";"cuidado-personal-salud";"https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/4/0/40009569un.jpg";"https://vallearriba.elplazas.com/plz-40009569un.html";"=IMAGE("https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/4/0/40009569un.jpg", 1)"
"p124";"BIOTIN 5000MCG NOW X 60 CAPSULAS";"";"19.00";"cuidado-personal-salud";"https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/4/0/40011235un.jpg";"https://vallearriba.elplazas.com/plz-40011235un.html";"=IMAGE("https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/4/0/40011235un.jpg", 1)"
"p125";"ARNICA FC LOCION CORPORAL AEROSOL X 75G";"";"8.24";"cuidado-personal-salud";"https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/4/0/40011362un.jpg";"https://vallearriba.elplazas.com/plz-40011362un.html";"=IMAGE("https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/4/0/40011362un.jpg", 1)"
"p126";"SOL LIMPIAD SIMPL EXPRESS LEN CONT 120ML";"";"9.74";"cuidado-personal-salud";"https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/4/0/40011320un.jpg";"https://vallearriba.elplazas.com/plz-40011320un.html";"=IMAGE("https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/4/0/40011320un.jpg", 1)"
"p127";"CLORO KRIS NATURAL 1L";"";"2.10";"limpieza";"https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/3/0/30002311un_2.jpg";"https://vallearriba.elplazas.com/cloro-natural-kris-1lt.html";"=IMAGE("https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/3/0/30002311un_2.jpg", 1)"
"p128";"DETERG LAS LLAVES FLORAL LIMP ACTIV400G";"";"1.55";"limpieza";"https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/3/0/30004749un.jpg";"https://vallearriba.elplazas.com/plz-30004749un.html";"=IMAGE("https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/3/0/30004749un.jpg", 1)"
"p129";"LAVAPLATOS LIQ KRIS 800 CC";"";"4.00";"limpieza";"https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/3/0/30004707un.jpg";"https://vallearriba.elplazas.com/plz-30004707un.html";"=IMAGE("https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/3/0/30004707un.jpg", 1)"
"p130";"DETERG LAS LLAVES CITRICA LIMP ACTIV400G";"";"1.55";"limpieza";"https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/3/0/30004748un.jpg";"https://vallearriba.elplazas.com/plz-30004748un.html";"=IMAGE("https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/3/0/30004748un.jpg", 1)"
"p131";"DETERGENTE ALIVE CON SUAVIZANTE 1KG";"";"4.45";"limpieza";"https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/3/0/30004476un.jpg";"https://vallearriba.elplazas.com/plz-30004476un.html";"=IMAGE("https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/3/0/30004476un.jpg", 1)"
"p132";"CLORO JABONOSO PLAZAS 1L";"";"2.05";"limpieza";"https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/3/0/30004647un.jpg";"https://vallearriba.elplazas.com/plz-30004647un.html";"=IMAGE("https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/3/0/30004647un.jpg", 1)"
"p133";"AMBIENT GLADE AUT SPORT NITRO AP 7CC 60D";"";"8.29";"limpieza";"https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/3/0/30004273un.jpg";"https://vallearriba.elplazas.com/plz-30004273un.html";"=IMAGE("https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/3/0/30004273un.jpg", 1)"
"p134";"ALMIDON FAULTLESS HEAVY LIMON EXTRA 567G";"";"7.74";"limpieza";"https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/1/0/10005819un.jpg";"https://vallearriba.elplazas.com/plz-10005819un.html";"=IMAGE("https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/1/0/10005819un.jpg", 1)"
"p135";"BOLSA SAMANTA PLAST 30LT X8U X25P";"";"2.48";"limpieza";"https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/2/6/26000895un_2.jpg";"https://vallearriba.elplazas.com/bolsas-plasticas-30ltrs-samanta-6-unidades.html";"=IMAGE("https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/2/6/26000895un_2.jpg", 1)"
"p136";"KEROSENE OPIN 900ML";"";"7.19";"limpieza";"https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/2/6/26000990un_2.jpg";"https://vallearriba.elplazas.com/kerosene-opin-900ml.html";"=IMAGE("https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/2/6/26000990un_2.jpg", 1)"
"p137";"BOLSAS PROPALIM TIPO TOBITA 10LTS X 10UN";"";"2.45";"limpieza";"https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/3/0/30001651un_1_.jpg";"https://vallearriba.elplazas.com/bolsas-plasticas-tobita-propalim-10ltrs-10un.html";"=IMAGE("https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/3/0/30001651un_1_.jpg", 1)"
"p138";"BOLSAS PROPALIM TIPO TOBITA 15LTS X 8UND";"";"2.45";"limpieza";"https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/3/0/30001650un.jpg";"https://vallearriba.elplazas.com/plz-30001650un.html";"=IMAGE("https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/3/0/30001650un.jpg", 1)"
"p139";"BOLSAS PROPALIM TIP B EXT FUERT200L X3UN";"";"6.99";"limpieza";"https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/3/0/30002318un_1_1.jpg";"https://vallearriba.elplazas.com/bolsas-de-basura-fuerte-propalim-200lt-x4.html";"=IMAGE("https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/3/0/30002318un_1_1.jpg", 1)"
"p140";"ESPONJA ETERNA FLASH 1UN";"";"1.69";"limpieza";"https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/3/0/30004390un.jpg";"https://vallearriba.elplazas.com/plz-30004390un.html";"=IMAGE("https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/3/0/30004390un.jpg", 1)"
"p142";"DETERGENTE EN POLVO PUREX FRAGANCIA ORIGINAL 850G";"";"4.25";"limpieza";"https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/3/0/30004633un.jpg";"https://vallearriba.elplazas.com/plz-30004633un.html";"=IMAGE("https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/3/0/30004633un.jpg", 1)"
"p143";"SUPER BLANQUEADOR PLAZAS SIN CLORO 1L";"";"5.42";"limpieza";"https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/3/0/30004320un.jpg";"https://vallearriba.elplazas.com/plz-30004320un.html";"=IMAGE("https://vallearriba.elplazas.com/media/catalog/product/cache/e926df59b390f349ec392e74078e379d/3/0/30004320un.jpg", 1)"
